gene	Preleukemia_Rx1Tet2_rep1	Preleukemia_Rx1Tet2_rep2	Preleukemia_Rx1Tet2_rep3	Leukemia_Rx1Tet2_rep1	Leukemia_Rx1Tet2_rep2	Leukemia_Rx1Tet2_rep3
Iigp1	0.9043228069551954	1.008797479653046	1.0341137643207248	-0.695269961261287	-1.3210015037348684	-0.9309625859328102
Lbp	0.8418573067686649	0.9720649256800725	0.7950151334103587	0.09093122389687452	-1.1747154253226784	-1.5251531644332939
Tifab	0.7118980162389944	1.2096587852856786	0.9799730958271688	-1.3847392258079856	-0.7288159934994675	-0.7879746780443893
Aldh1b1	0.8614651672123117	1.2124276673313763	0.8919754542573527	-0.922705963135304	-0.8578217856108429	-1.1853405400548938
Got1	0.9924655788470794	1.0123197518017086	0.9022534180173937	-0.6661733717403052	-0.7875409758720653	-1.4533244010538104
Fcor	0.8694639500807041	1.1480186959780438	0.8674888641250608	-1.0838212070313462	-0.46651929818294197	-1.334631004969521
Clec5a	0.9351568224623297	1.1133396233219641	0.8711980854629517	-0.5374478196455512	-1.1742319361024671	-1.2080147754992272
Aplp2	1.0956066339972146	0.5750871058125018	1.259422671432543	-0.8636483216728458	-1.0037225824475486	-1.0627455071218657
Dram1	0.8883185679714555	1.0692012578093144	0.9954543687203298	-0.6482101695596512	-1.1347133588855491	-1.1700506660558998
Serpinf1	0.9393059034157708	1.1737674097358048	0.8546975167764871	-0.7721687102977911	-1.0598024319381545	-1.1357996876921164
Ifi209	0.8027848191242926	1.0232971058621532	0.9128855558828988	-0.24619691759012566	-0.8542921381318999	-1.6384784251473181
Nucb2	1.1715371149702545	0.9640258867933305	0.8393380956271045	-1.0405947651833851	-0.8256284680243683	-1.1086778641829378
Cebpe	0.7165896841717142	1.0732595211322191	0.7926409518405773	-0.2637825769929342	-0.4706775681645856	-1.8480300119869872
Ly86	0.627092196500017	1.0001340145704483	0.8345740627234467	-0.45130812914581786	-0.08729860527097077	-1.9231935393771238
Sgk3	1.0039368708974135	0.9872588742566786	0.9699227190656325	-0.7026004983682806	-1.0016238934122017	-1.2568940724392423
Ssx2ip	1.1190913591692275	0.720471207856166	1.1284585202704238	-0.8791854916619203	-1.0277904864030034	-1.0610451092308943
Hnmt	1.107816348297993	1.0342834859039811	0.832876973204213	-1.0945503475602896	-0.7931175842573418	-1.087308875588555
0610040J01Rik	0.7934080296161024	1.20349812530864	0.9735936005440752	-0.8420183197399287	-1.0642407178644442	-1.0642407178644442
Epdr1	0.9491072420855965	0.593352692515943	1.3726577350459885	-0.8537819363172235	-0.9619558946755772	-1.0993798386547269
Pglyrp1	0.7865946268805959	0.9868019457472106	0.7639114571919506	0.1636177855095093	-1.0769129225504877	-1.624012892778779
Dtx4	0.9238747147746139	1.0323987265893368	1.0036829289249436	-0.9010750226997808	-0.7631733638756514	-1.2957079837134604
Oaf	0.852122983024635	0.8836243993937273	1.2381799370547377	-0.9051093970221262	-1.0146862919403634	-1.0541316305106097
Cnn3	1.0362737874512553	0.7998338241943481	1.1064707685600568	-1.2083463787217474	-1.0887504305839637	-0.6454815708999485
Mgl2	1.1839222026414211	0.8440695300110329	0.7792176088571848	-0.6339971677274302	-0.5790054664115138	-1.5942067073706951
Hpse	0.788345509071605	1.081996612129076	1.0857297769501713	-1.2313609885933081	-0.9750980734033886	-0.749612836154155
Ptgr1	1.0750088114738063	1.101962937301346	0.7720143320001628	-1.2793015917768527	-0.8766268237742925	-0.7930576652241713
Ank1	1.2150325548130976	0.4014617750203013	1.2637148655117667	-0.9567535664555907	-0.9488649308742789	-0.9745906980152954
Prg3	1.0409024674950556	1.2728168347245508	0.5880613741162053	-0.7031547473787609	-0.9592440668341476	-1.2393818621229038
Kcnk12	0.7058274947501644	1.2617064831309508	0.9111677865938491	-0.5116195591831664	-1.093031693990281	-1.274050511301518
Ms4a6b	0.9124272800793767	0.9827822135406931	0.7066287510726158	0.1024455347262676	-1.2194374812051225	-1.484846298213831
Arsb	0.8120399089100039	0.9414209356257541	0.9898523635150167	-0.11202207863950354	-1.3232171162230406	-1.308074013188231
Dgat2	0.8211063473317695	1.1917904174398317	0.9372654653653394	-0.6979052292677249	-1.083992371743567	-1.1682646291256475
Rab7b	0.8688419225219571	1.0649384553715768	0.9709736135541513	-0.48328159069616333	-1.1726268051151452	-1.248845595636377
Anxa1	0.9207228545343986	0.8472914737333763	0.7720072016018007	0.0729456198298505	-0.848634397611631	-1.764332752087795
Fam241a	1.0666827238768206	0.8310136858267768	0.9717217733963499	-0.4861250795353201	-0.9168735418666817	-1.466419561697947
Tspan33	1.0000789445425877	0.5296037039846105	1.3015673338025397	-0.48832206691138086	-1.3166714773674328	-1.026256438050925
Ear6	0.46283820376281465	1.7238020646261816	0.5552490682082839	-0.9139631121990933	-0.9139631121990933	-0.9139631121990933
Rps4l	0.8694399030680524	1.1045433089779035	0.9509177635527766	-0.5525860099988551	-1.2023329898076853	-1.1699819757921923
Mogat2	0.8743695269812679	1.075278631853345	1.0325956588385594	-0.8176626688106671	-1.0529479046321915	-1.1116332442303127
Prom1	1.0188884894009325	0.916573481256596	1.0586712125668618	-0.9073245205230114	-1.0566629210303755	-1.0301457416710038
Sqor	0.8968135149757968	0.8377158998730999	0.9820958207089318	-0.20072311321716108	-0.8552887481685575	-1.6606133741721099
