gene	Preleukemia_Control_rep1	Preleukemia_Control_rep2	Preleukemia_Control_rep3	Preleukemia_Rx1Tet2_rep1	Preleukemia_Rx1Tet2_rep2	Preleukemia_Rx1Tet2_rep3	Leukemia_Rx1Tet2_rep1	Leukemia_Rx1Tet2_rep2	Leukemia_Rx1Tet2_rep3	cluster
Megf9	-0.3138506913080946	0.4072088662420963	1.0283092049504703	0.9308457474074676	0.5515681556709076	1.188054789684304	-0.8312878667959637	-1.5846663117388056	-1.376181894112383	1
St8sia4	-0.7106721239448047	-0.3606546334649597	0.2035288410988041	0.7988196052345694	0.7471025804240493	0.8422398903506793	1.124720737391957	-0.4129896670528888	-2.2320952300374057	1
Kcnk12	0.4108238788460829	0.1618098961206579	0.4052406098572661	0.6762064065316042	1.3371123275518977	0.920343381557115	-0.7712632465614424	-1.462526507952872	-1.6777467459503086	1
Pfkfb4	0.2458148724540906	0.1910597414611095	1.3333621144640075	0.3172837529424401	0.7365730751771151	1.082978586797327	-0.9493213914809736	-1.3488574123182966	-1.608893339496821	1
Gpr160	0.6736200624560142	0.1955786003248545	0.7896550882234606	0.6587471226701551	0.8998372422245187	0.7296891581379121	-0.535298962533957	-1.6785502224305602	-1.7332780890723978	1
Ctsb	0.0605465917403621	-0.3190217242076067	0.1890566285935231	0.9855849434141876	1.3423990996916846	1.0273135064287198	-0.2447301458734402	-1.104735167700448	-1.9364137320869848	1
Zfp516	-0.4726373894226091	0.0545362147753999	0.5447497838548495	0.8081420822706412	1.1732946891383662	1.4660327242238205	-1.194783469049721	-1.0486049580248538	-1.3307296777658937	1
Satb1	-0.5294612342804403	0.363564852703043	0.3971497407596198	0.7814092923394134	1.0007055768424429	1.213549919670707	-0.4717708093518932	-0.5629996039567144	-2.1921477347261806	1
Fbp1	0.2797356170817018	0.0462727205456608	0.3831824682929153	0.9872218091778256	1.2389865905294486	1.0210334247396695	-1.3072278356130669	-1.3605638553744808	-1.2886409393796747	1
Clec12a	0.6740780954512805	0.1840343859068269	0.5374285120400814	0.8571914233797668	0.8643129552517589	0.7371262228583926	-0.4840878678259173	-1.307763224031855	-2.0623205030303327	1
Ermp1	0.2997368665969969	0.6297236471540864	0.8508008548936595	0.687580608406515	0.7115234154681569	0.9747399067702656	-1.148567275328911	-1.391510075328844	-1.614027948631923	1
Dio2	0.0011211365262959	-0.1656606566512304	0.3356431181221728	1.0795372389239224	1.1348727941784065	1.1972486544638528	-0.567140790502123	-1.7364180093941533	-1.2792034856671457	1
Rab7b	0.2428280742653625	0.0190657348532826	0.5557487884867751	0.8990946363156841	1.1327759869799006	1.0208013853295788	-0.7121834635167098	-1.533651943547788	-1.6244791991660863	1
Nod1	-0.7884471919231233	-0.6759550149031136	0.0237756910282139	0.8871786718552287	1.5488957426851475	1.3400147649964242	-0.0066504022684676	-0.82725670574452	-1.5015555557257911	1
Pglyrp1	0.7999738998732002	-0.1003816672205389	0.4828074113653369	0.704597015428288	0.9340921712103096	0.6785955805616942	-0.0095135778727543	-1.431518476146653	-2.058652357198881	1
Sgms2	0.5601898015216633	0.1991020981790688	1.0894707824503798	0.7731713068122333	0.6984004168412659	0.7888483958475249	-1.0924079131901474	-1.4453797511376567	-1.5713951373243322	1
Aldh1b1	0.5062027503386459	0.3278767447355499	0.655128299645438	0.7363745743270802	1.1374926035331472	0.7712450411315576	-1.3027697995835423	-1.2286131207177404	-1.602937093410136	1
Scpep1	-0.1595126164207697	-0.1944536404290824	0.0445280120941272	1.0680122477645926	1.3803683424525772	1.154410310690463	-1.03717547852266	-0.4443013508011224	-1.8118758268281256	1
Ugt1a7c	-0.2842660059288788	0.431860455144731	0.7509887275929477	0.6465250742184975	1.080118725494762	0.8787205747170596	-0.1011402314922286	-1.623537875002284	-1.779269444744606	1
Ptgr1	0.3849319731980942	-0.3900803424337175	0.195430760209026	1.2594487487152912	1.291822581927573	0.8955307049440584	-1.5682464550706583	-1.0846052544055689	-0.9842327170840977	1
Cdca5	0.2814479610837527	0.4799779031408285	0.6668702390070624	0.8351474594738674	0.7446225789356329	0.8132242005090069	-1.270211599185598	-2.1313973604315617	-0.4196813825330005	1
Scd2	0.2035726579649578	0.3182339108179174	0.6629638555793259	0.5577672756835653	0.5659170986975318	0.7615548030727137	0.2045977302061195	-0.6878182153713146	-2.586789116650817	1
Ap3s1-ps1	0.429772974245059	0.1952842132974577	0.9215773482571042	1.174703747977209	0.7880974486527637	0.5312205917489377	-1.0246864090619547	-1.6606498770413238	-1.3553200380752572	1
Atp2b1	0.3287303765071208	0.0134692533488764	0.4804103391162128	1.09760968981503	1.0681226220505748	0.921932596678338	-0.8363518889624741	-1.3931171458210192	-1.6808058427326604	1
Prtn3	0.8584990160481408	0.3656813328437419	0.6966122336773016	0.6928157564685151	0.8937156898937879	0.6217910582576488	-0.9745109072247172	-1.414195994421431	-1.7404081855429832	1
L3mbtl3	-0.7492121929020684	-0.2552623115302198	-0.0850828913608843	1.2713570523481237	1.4527701149660874	1.161210446991855	-1.177979670985421	-0.2635983990306372	-1.3542021484968365	1
S100a11	1.3154739981897654	-0.1642474119978184	0.5881468064676425	0.9589252628535684	0.5703100369983853	0.4495415422965927	-0.7670924338033109	-0.9720640998180587	-1.9789937011867675	1
Elovl5	0.257707258053619	0.4631802108357013	0.6843034557997225	0.9798577733303284	0.7082965889342864	0.7973414859056952	-0.4894156318935849	-1.4463023885206965	-1.954968752445075	1
Kcnip3	0.6492449148683916	0.2806508724349774	0.8541712249523397	0.7073825446492821	0.991921249496214	0.6449504303339336	-1.1089068165213103	-1.7118738632582926	-1.3075405569555354	1
Lmo4	0.8935527052831274	0.4109660688175738	0.4394444281484027	0.5856086468701766	0.6340424396504487	0.4286003464000356	-0.0149344304027714	-0.9115687863953892	-2.465711418371602	1
Kmo	-0.5999163831431451	-0.5672364341722946	0.1557865494815903	1.0157227112896503	1.2232004920801636	1.2668276845473825	0.0194773861406115	-0.5494075766959052	-1.9644544295280555	1
Ptpru	0.1210662123860793	-0.1072198920850121	0.556176615568797	0.8850355783700998	1.1881499605123604	1.2204032631200348	-1.235233474932039	-1.305410554350513	-1.3229677085898066	1
Gatm	0.548639611717591	0.6119469871297457	0.6762205549828328	0.6324059071183703	0.6404014242073222	0.7001295493941385	-0.2268139075516568	-1.571385617774392	-2.011544509223953	1
Rasa2	0.3876623636560816	0.0931982037696957	0.5823012045024413	1.192956806557383	0.7471990849131647	1.0123973681852765	-1.0848803517535004	-1.3565708653075543	-1.5742638145229877	1
BC035044	-0.5450691137849715	-0.8217842533683727	-0.0439337516510238	1.0324892504611451	1.7628452441925897	1.0910119656593114	-0.1840163723517983	-1.112387386285856	-1.1791555828710143	1
Apba1	-0.2598780647982779	-0.1740499615713795	0.1914905722815276	0.7286194818352857	1.361568989849971	1.5913937043316893	-1.0893928327317204	-1.1552894310807598	-1.194462458116336	1
Cryzl2	0.7320278420562835	0.4747425904274381	0.5902081493978368	0.5290744868406854	0.8779089263671864	0.5773393734792951	-1.5736769833108373	-0.2112926009986741	-1.9963317842592148	1
Zfp97	-0.3320102843790745	0.8112027398124881	0.5408224574743126	1.118107226049896	0.7476838346556277	1.0086313732197931	-1.177790565994692	-1.2252393199612142	-1.4914074608771355	1
Ankrd44	-0.8855235345043487	-0.3132820661884714	0.4725597821466989	1.0554471324380166	0.8424240617549116	1.376124960344577	0.149266454520295	-0.8396898839640325	-1.857326906547645	1
Fgd4	-0.2980376294159019	-0.0906017800371451	0.8749539843392027	1.089736529927368	0.690155838271412	1.3553673572378722	-0.7871821118554587	-1.414575109361773	-1.4198170791055742	1
Neto2	-0.0563543300624162	-0.1865491434081974	0.6469896877806328	1.0424714628817249	0.655258755156253	1.4692672415557106	-0.5491279104241253	-1.4895168004355213	-1.5324389630440602	1
Clec7a	-0.2851602889956195	0.1079878972398775	0.5713448894697378	1.0527529728393152	1.0961900912791045	0.9033710553970352	-0.1891038445294262	-1.3904111824098333	-1.8669715902901889	1
Sytl4	-0.0565723738968922	0.181758296639599	0.5949459088063072	1.096890388682822	0.8784367598996093	1.2263185128739795	-1.2766141749452269	-1.2842550919574318	-1.3609082261027663	1
Map3k1	-0.1748924248314654	0.3598003212345484	0.1631805273440087	0.9500409039502556	0.9181167781364552	1.4664590132111517	-0.9942646804068364	-0.9474255252942826	-1.7410149133438382	1
Sept10	-0.0446945599972989	0.2856191603995455	0.0958252474236197	1.2310059867852894	1.2387951092235368	0.9871805741934712	-1.0287656020714908	-1.3520679693493276	-1.412897946607344	1
Rtl8c	0.6603529836267487	0.7508076368040993	0.5871621671977033	0.5500973832257944	0.847992792913181	0.3762009288162513	-0.9986767503195548	-0.4793570116003116	-2.29458013066391	1
Gla	0.7391267728735265	-0.0446093995710149	0.2618237109459772	1.1717334019974464	1.0979954182611915	0.7315855597929481	-1.1404905604376383	-1.3935548427261426	-1.4236100611362912	1
Stxbp6	-0.1834899732358828	-0.3816255457337808	-0.0836632786798535	1.1653353181853368	1.3989205687896231	1.37435084849791	-1.0582039439574804	-1.1158119969329354	-1.1158119969329354	1
Tfec	0.1178121800355197	-0.3590502774190849	0.2339829091724744	0.7984923497003794	1.2412280898445862	0.7105366647043962	-2.215037189953648	0.4686814419953998	-0.996646168080016	1
Etfb	0.9820897435349086	-0.9270510394032596	-0.0354449868062733	1.2447612104363774	1.4904351974877046	0.322472584349705	-1.1686670466360904	-0.7167559677112867	-1.191839695251792	1
Lin28a	0.5783841905796739	-0.2098801474203133	0.7949128479969968	1.0094464828257546	0.9428281722613008	0.8675146391323395	-1.167539434100655	-1.4387271079285175	-1.3769396433465804	1
Hk3	0.4977993677749144	0.2810902895906199	0.5637440782929343	0.7639209976075425	0.960713490105837	0.769394751695504	-0.4462529885790329	-1.301326204730986	-2.0890837817573304	1
Mgam	-0.3118579866129489	-0.2876221160329539	0.2434317218229398	1.1383055167167049	1.1495658659373482	1.4700189921526798	-0.8517338974039592	-1.2222058673783247	-1.3279022292014842	1
Tifab	0.118486495977851	0.2192559235471415	0.4875177629065025	0.7140954237937266	1.3095632691343075	1.0347918304984975	-1.794097544835829	-1.0094210131765995	-1.0801921478455996	1
Mogat2	0.6724676248432377	-0.1526719384624708	0.9787002308354008	0.7075672650291578	0.9275356103901986	0.880803517511031	-1.1449795503227107	-1.4025851179971909	-1.466837641826655	1
Nat8l	-0.3202869126136703	-0.7016771061768643	-0.0112959346478025	0.622666387141257	1.9532685772300225	1.2584869963036796	-0.9410893909112172	-0.9660400518113008	-0.8940325645141074	1
Ctsz	0.9045870511948058	0.1065195752183903	0.4172219648569159	0.8274434637959617	1.1266473724119352	0.5448835700840146	-0.7769226842705647	-1.275732588752864	-1.8746477245386053	1
Cdk5r1	0.3489620170197042	-0.4394974114679985	0.3333676536792771	1.0641712083911874	1.3034073213757331	1.0866143516739462	-1.197444099121972	-1.2947723274450622	-1.2048087141048138	1
Agps	-0.0597737957688685	-0.0584382983590645	0.782996070390986	0.9280765442379664	0.8596621229004895	1.1402944837588311	-0.3120655016067187	-1.6518251269890731	-1.6289264985645455	1
Prss57	0.8669908365068847	0.4394588268212571	0.8071836842499417	0.6006823592525709	0.7794060219539467	0.5998519949601275	-0.8068519277148208	-1.5355143549930526	-1.751207441036858	1
Rps2	1.404927962753399	0.2321969525558556	0.3543522383143913	0.7401380555221665	0.868748727672293	0.2923799741928209	-1.1797228466118166	-0.9167980688948392	-1.7962229955042854	1
Sqor	0.7818930228916448	0.8059405368911303	0.7982300161198256	0.5105022439469298	0.4506556403567769	0.5968653964294103	-0.6009442907227838	-1.2638057278653678	-2.079336838047568	1
Atrnl1	-0.3966141488086894	-0.1610075827353523	0.6361726987238258	0.7296895879754888	0.771142663079013	1.1524873889129783	0.6068111551105336	-1.5824350221260697	-1.7562467401317283	1
Mrpl19	1.1925430923559444	0.1439498471281724	0.4946004363341699	0.8787190419929368	0.8537202080318964	0.4998343942622484	-1.431689716577635	-1.1591991082127968	-1.4724781953149373	1
Tkt	0.7920291856328455	0.34936321391364	0.4880850641959552	0.8036450799935586	0.968155610809714	0.7566486697469527	-1.611218054120117	-1.3677836582197265	-1.1789251119528166	1
Sh2b2	0.1769495587144011	0.5514663376841223	0.6924888026067653	0.622245322946036	0.9401346001320632	0.7984624224214996	-0.2584703912642995	-1.7997323630825126	-1.7235442901580753	1
C3	-0.0300857539736995	0.0433634318955858	0.5747067557712705	0.9400034651645296	1.0322792241174743	1.1660367089878931	-0.5713580265333854	-1.4119637259353106	-1.742982079494356	1
Clec4a2	0.438074404300987	-0.2106061275103395	0.6202647773162963	0.735488978368071	1.1431974832413954	0.830546552115446	-0.196826888328316	-1.3995817055530044	-1.9605574739505367	1
Ccdc125	-0.0188925317284181	-0.3455683394465094	0.4374413441777788	1.001942868439648	1.2128081402582287	0.7223904288285864	0.2933122051695536	-1.3779844246275772	-1.9254496910712957	1
Oas1g	-0.5141387228196921	-0.5237901727556767	-0.5545819549416257	1.9263230024649447	1.501247040736209	0.534380038617977	-0.6904539093056139	-0.9330250469445712	-0.7459602750519498	1
Nmral1	0.7406812872828529	0.7068197738078495	0.5976290276383377	0.5641629789336887	0.4508597216975588	0.3707469532880983	-0.3720058149311199	-0.500169409534486	-2.5587245181827813	1
Rab27a	0.0800457631524467	-0.1867269251817358	0.7768048437690257	0.8470675050906741	1.2917570966649286	0.9493720859479898	-1.1841230109331722	-1.7068840577919733	-0.8673133007181897	1
Gm1673	0.4508141839650713	-0.7306530625303128	-0.5133838910822596	0.8720807638793736	1.7895714047846876	0.8531139409278158	-1.6258246897001636	-0.3677899156070188	-0.7279287346371961	1
Pkp4	0.6076728662408637	0.669883681299173	0.9179137458672528	0.7052507424427862	0.5033431108695295	0.5510745245743657	-0.5395597128379676	-1.9913325740648928	-1.4242463843911108	1
Abcd2	0.0605794051556084	0.0423535357055849	0.4651558153203594	1.0742965836393337	1.16662298217566	1.0902228755319612	-1.236088390323668	-1.3178088422722882	-1.3453339649325522	1
Gk	-0.0549999314448899	0.3644645298400223	0.8023778484735782	1.4846543239254653	0.1964445952603994	1.0157206399125105	-1.12311629087354	-1.5407437476447732	-1.144801967448772	1
Pyroxd2	0.1476059654919862	0.2954051527368755	1.0968203821875415	1.1752317381527295	0.7817513000059866	0.5216963236404818	-1.17516522028507	-1.4132757478798612	-1.4300698940506682	1
Cyp2j6	0.3372475379497091	-0.0036551665612399	0.384275458142902	1.0877058275658502	1.1510819649770327	0.8146729483135863	-1.395645004153118	-0.5565588596247094	-1.8191247066100145	1
Cebpa	0.7045539926774887	0.5098136192153201	0.7056672705013081	0.6628034421683021	0.9102398492493924	0.6777248878224275	-1.130138202720151	-1.276880494408932	-1.763784364505156	1
S100a8	0.6036146043645819	-0.3214151827255486	0.4241793436519867	0.8312893282454726	0.5622019224744925	0.742591999195326	0.3876456879398447	-0.7704265131473952	-2.45968118999876	1
Calr	1.1463717439701524	-0.2645081581079737	0.3156097304448666	1.069247113047159	1.1282706169140035	0.1489812928008149	-1.852764794108234	-1.173437186931099	-0.5177703580296833	1
C1galt1c1	0.9057352007944592	-0.2533851614097522	0.8378297496805928	0.7111504004999907	0.8713616776532412	0.4828490781650443	-0.6861248109707718	-0.6199105505108133	-2.24950558390199	1
Chd7	0.2901455967303573	-0.4163609771372816	-0.1424558080839498	1.2329707761518165	1.3930110216316385	1.0576120118889452	-1.2076040142611355	-1.4561436518693944	-0.7511749550509932	1
Cd53	0.1258300110964857	-0.1896501983604361	0.2103357828602644	0.8830368830460775	0.9484134305697532	0.6901139627774355	0.4381995153003559	-0.6225607383348788	-2.483718648955057	1
Papss2	-0.4149228865973954	-0.6729904187166591	0.1305814680676019	1.1148713605495864	1.2295704890743575	1.1620479979765688	0.2806807217393499	-1.7064316252476155	-1.1234071068457931	1
Cd34	0.3200934835461489	0.4747105686827484	0.3388622148090516	0.7789785685717274	1.0006228455854216	0.8112383686900445	-0.3116831892658762	-1.2760774277855416	-2.136745432833724	1
Gstm1	0.9586683681313776	0.0217064854567756	0.6386896810459661	0.8815828398839642	0.9469001141912092	0.570312456489582	-1.5990482411977691	-0.9002015954690238	-1.518610108532075	1
Cybb	-0.0705225713212761	-0.5590752074532339	0.2790377482171978	0.6004560755623518	0.8718603908948479	0.9152228337772176	0.5991128504168375	-0.1321178373640605	-2.503974282729883	1
Rasa4	0.0294159365327709	0.2227158195942589	0.312058850336246	0.7691943539384165	1.2866465218042995	1.1869060661725286	-0.8680368760079882	-1.2202217212064783	-1.718678951164056	1
Haspin	-0.1007801214875631	0.5977248735050041	0.9806909680970656	0.693987542549254	0.5623607032569238	0.9320474246394872	-1.708482066759857	-1.7434060261029931	-0.2141432976973197	1
Taldo1	1.1230919864726994	0.1799484393406051	0.5073256765097457	0.8255625322745761	0.7671546123224633	0.4841578864499012	-0.529025314011118	-1.792555092496121	-1.5656607268627514	1
Cd68	0.2274825506173207	0.0843281159605997	0.3995011530393721	0.7304594758485378	1.029253082174555	0.7815358120336598	0.1569139548858108	-1.0960790616612597	-2.3133950828985954	1
Smpdl3a	0.3887181030039756	0.4591695008639127	0.4501909873783025	0.8815735817672777	0.9660507955084296	0.8193125678638467	-0.7363724659268986	-1.2274248884758037	-2.0012181819830435	1
Prcp	0.8432703968096197	0.8696152586021879	0.5122792072391378	0.1104796019249195	0.6292419042395592	0.3425014224380776	-0.2214475443729119	-0.5595517500434096	-2.5263884968371717	1
Pdha1	0.3088884689154212	0.502152995593983	0.8243583687328729	1.1162348741923105	0.5118189149201071	0.7857285419666792	-0.9510955211905396	-1.2808062898271846	-1.8172803533036308	1
Ifit2	-1.0870607138938366	-0.0879415776800077	0.5183397369255242	1.6317334078969956	0.4202802686575261	1.3560921874212863	-1.1340250516599186	-0.4415034419345829	-1.1759148157329893	1
Ly6c2	0.8665157734699401	0.4444781802233882	0.7062330194421653	0.5951980502970865	0.8628294826476185	0.6284490372149614	-0.9164633056100444	-1.3290585008651437	-1.858181736819971	1
Got1	0.7213747337766544	0.5892834405164995	0.7040056184584788	0.7331609034007747	0.7545449034068994	0.6359976092085208	-1.053281443534133	-1.184000806835125	-1.9010849583985707	1
Cep164	0.5944299603571441	0.6547677813255032	0.4835842028919792	0.8132064710997139	0.7221411225211924	0.9430953653757824	-1.4190911330328642	-1.3920719090378653	-1.400061861500586	1
Fcnb	0.5582884665460415	-0.2067252393872305	0.6054747780759147	0.6884892105052246	0.8486725685304778	1.000212834897764	-0.0551558737482272	-1.4306603216073122	-2.008596423812651	1
Dbi	1.2939650511297929	-0.4734007224077126	-0.0403910498974916	1.1320478818196302	1.1281324792439456	0.3646737466819439	-1.683524650585854	-0.6408975046426107	-1.0806052313416363	1
Acy1	0.8747176123861307	0.1362363254344638	0.0707666724213381	1.0004213885072406	1.1256171648182185	0.5841216986692419	-0.7436005803176428	-1.0750869350368044	-1.973193346882172	1
Gpx3	0.2639263167521657	-0.740980798561628	0.071493996450922	1.2185967624972085	1.3374346661484524	1.1323843659757329	-1.3337123218163358	-0.7082940953688103	-1.2408488920777088	1
S1pr3	0.077115329131986	-0.0229406201792959	0.4782415226307738	0.8205475888638554	1.1136936977993206	0.9030012103167104	-2.3480639958690337	-0.5274765212712079	-0.494118211423107	1
Clec4b2	-0.1531286285668935	-0.7248225076933753	-0.1039225647611222	1.121070160889724	1.186820487110283	1.4891666382167534	-0.164100055114768	-1.2350574141087405	-1.4160261159718603	1
Palm	0.4118033418585786	-0.0827970729612164	0.4874570477107137	0.7589060019441883	1.5203784188819849	0.7623828327317944	-0.964090090660217	-1.4433468537938583	-1.4506936257119587	1
Igsf6	0.2286572623188519	0.2367712698848705	0.6163350100219472	0.901728577106091	0.945605150304066	0.9164699186347656	-0.4961630499416366	-1.4410849404062462	-1.9083191979227097	1
Gbp3	-0.1549159483471607	-0.2215758116275131	0.0261717283943171	1.2865843798472931	1.3478643091877427	1.180836874884151	-1.0811608752088884	-1.0343653456257929	-1.3494393115041474	1
Ube2w	0.3515181336805333	-0.436293403694621	0.29143344716346	1.0964464985390483	1.1079879244946793	0.4628956288078485	0.2443843148161657	-0.8397428304178582	-2.278629713389255	1
Sun2	0.0113083753260484	-0.2766305701163609	0.5125817732090842	0.9388270603655564	1.2667948741057224	1.107016388829261	-0.4973800338919005	-1.4535992818050798	-1.6089185860223376	1
Ankrd28	-0.323290193919824	0.1611909544142164	0.7968921842187452	1.022084833302929	0.5706885741296858	1.277846989761238	-1.7464301986907669	-1.4426073239854558	-0.3163758192307622	1
Hist1h2bm	1.0930548336233363	0.6712396076872109	0.0140932359840475	0.0002682799491554	1.7419512441117508	0.0050569486924803	-1.0985772043205937	-1.5032007910729868	-0.9238861546543972	1
Ifi209	-0.3594959201345379	-0.2019165945445358	-0.0534176835642743	1.0727092658316422	1.3392181724380918	1.2057758962864915	-0.1950793904722651	-0.9300170882153944	-1.8777766576252195	1
Mrpl33	1.42927755599754	-0.255514306596904	0.1637399849801756	1.0193462661925756	1.0725002703019055	0.2276268845949273	-1.2282001860335556	-0.9263114920277716	-1.5024649774088976	1
Pcgf5	0.3893956607943846	0.4087726795991227	0.7731440056129819	0.7358267516001697	0.9096446143788448	0.9468808788829624	-1.236374185776478	-1.5131974254691665	-1.4140929796228183	1
Ms4a6b	0.0297386519016778	0.1011683668582186	0.2919304038454722	1.0391588831225858	1.1247197516297465	0.7888807574386741	0.0541143638855227	-1.5534695445001194	-1.8762416341817791	1
Siglecg	-0.1367057688204534	-0.5991515989711048	-0.0270074925895032	1.2120372316189616	1.3865593818251178	1.241691261290294	-0.9263042454016656	-0.5673637543657558	-1.5837550145858923	1
C1qtnf6	0.3313342996755731	0.2490085434722828	0.3426743917849849	0.954015376182892	1.1976545370026457	0.8231367733597873	-0.6882128752857393	-1.4255400536546032	-1.7840709925378246	1
Mpp6	0.7165972491894311	0.1870827573740333	0.4275343058227275	1.2142505869087676	0.9240754407424558	0.5736170661128712	-1.6268522857594785	-1.0574329230038635	-1.3588721973869446	1
St14	0.2940627886219463	0.1526430886406985	0.3291440838944091	1.16020306189912	1.089761419525457	0.8634403063256642	-0.9686330160582188	-1.073370622996553	-1.8472511098525248	1
Fam114a1	-0.808080014353632	-0.686441658510204	-0.253882186203764	1.576452373630122	1.557330800289202	0.943152766117084	-0.5214566061101967	-0.6726134540257074	-1.134462020832904	1
Tcam1	-0.2090128367597418	-0.1101442579860708	0.0495012282719168	0.9772162612937368	0.9831077289339614	1.6870497436742091	-1.5900172918261608	-1.0488512183373375	-0.7388493572645121	1
Fut4	-0.4154606803380662	-0.3798480607957262	0.7142065121633059	0.2870466482713537	1.7537403583804334	1.200664826966353	-0.9229427206076676	-0.7880965498667017	-1.449310334173296	1
AA465934	1.1316985992430653	-1.7496670502287062	0.2175072903323802	0.7791647472947543	0.751712158723142	0.5896048069003949	-1.7578497752634503	0.0243924622763575	0.0134367607220642	1
Rnase4	-0.0792374303624951	-0.1830447071835044	0.0510053744901573	1.3839551395803096	1.5963337581037105	0.6960083101599625	-1.1177792713082466	-1.1217911041805306	-1.225450069299361	1
Glul	0.2438932176273543	0.6320347452416565	0.454033123925637	0.5991585637043058	0.4212141611704524	0.5897171719053516	0.5518527295979913	-1.0215603193253904	-2.47034339384736	1
Alcam	-0.4687106954679963	-0.0879373083307578	0.5840131579592114	0.932984838509168	0.8797186016305315	1.4902423078035172	-0.500665425071793	-1.019724237207825	-1.809921239824056	1
Neu1	0.5983441210629988	-0.188380804579975	0.542242180188116	0.5569542721397605	1.2013260434028918	0.7766297553464939	-0.255646371569198	-1.0372094676159354	-2.194259728375159	1
Igfbp4	0.1902008455739678	0.1066927876351357	0.2725351464863674	0.8533663076310792	1.1038498238534895	0.7863710389927654	0.2134991336428895	-1.6062053475657496	-1.920309736249944	1
Phgdh	1.161969570025576	0.0552841699976058	0.5820563297959078	0.840274800407731	1.0742230865572615	0.2141402946326986	-0.9466446542911344	-1.6665581536687837	-1.3147454434568866	1
Slpi	0.5854304205966849	0.1998828891252317	0.4386121456483612	0.6633517003583284	0.8400874577489	0.6480493831273216	-0.0985828642041742	-0.7779920354005473	-2.498839097000104	1
Pld4	-0.3715549012192765	-0.6082774851353492	-0.1647371503189514	0.8025872795271158	1.5811458408151016	1.0194267651061495	-0.3100310501924017	0.0950301199133055	-2.043589418495696	1
Gria3	-0.4352553767740985	0.0335114946429516	0.4842498905972531	0.8905587638883908	1.227197796210687	1.332293820000521	-1.5475299466559185	-1.2530911277897134	-0.7319353141200742	1
Lmo2	0.4005999984701198	0.886557239197669	0.642438150341007	0.5956227178468427	0.6264546673464824	0.7879046272388124	-0.6514779022428613	-1.173634538980031	-2.114464959218043	1
Acot7	1.0055595477340704	-0.0388640077672469	0.1176499136471755	0.9071423481030924	1.344983056052214	0.4227349670652562	-0.8967403766957044	-1.793109115548609	-1.069356332590243	1
Ptpro	-0.2581993951236365	-0.2631757681637302	0.1469535431651183	0.5418628844424269	1.1545081673582387	1.69298992789039	-0.0669663752364647	-1.4739864921661716	-1.4739864921661716	1
Alas1	0.3514873604781948	0.21635802745452	0.7271175887369197	0.6943414538498259	1.2103058573070105	0.824993709789141	-1.059400668163354	-1.2043609960869848	-1.7608423333652778	1
Egln1	0.4712502849047308	0.3619262679399036	0.4229024990470429	0.497865526900048	0.7414731319042337	0.553751299358644	0.3966793636338105	-0.9262112500404656	-2.519637123647947	1
Gm8186	1.4344648330508067	-0.1580478062191145	0.1705984731578498	1.190857394498822	0.700680536141221	0.3027413540545506	-1.6216661664832663	-0.6794888739708849	-1.3401397442299992	1
Esr1	-0.0162082980145148	-0.1576566346877934	0.7405214747058333	0.2797487641094472	1.035483462686243	1.371179286949156	-2.193437701219917	-0.637783736081312	-0.421846618447143	1
Mapkapk2	-0.0923993775288962	-0.4580108614812665	0.2698552923179048	0.9074868758672592	1.6777559586993849	1.04860772758353	-0.7495118927021018	-1.203713556521283	-1.4000701662345256	1
Tspan2	0.5198688139539464	0.4601215739152611	1.0515989179857756	0.6253374870442985	0.737435846992468	0.7812764742429739	-1.2033741520437906	-1.5146270998819882	-1.4576378622089448	1
Hmgn3	0.9063248363071694	0.4675953039346296	0.6101244319909304	0.6323690607418992	0.917946260263162	0.5288677602345979	-1.3515273707300537	-0.8256730100067491	-1.8860272727355871	1
Il22ra2	0.4080583930253827	0.1134869030879042	1.0983766906837609	0.8801737493331327	1.1032837912854547	0.4338561300458273	-1.3254293661627008	-1.3680673536943606	-1.3437389376044016	1
Ttc39c	0.7949715649243327	0.2031185324620947	0.5976063604245282	0.8880389605727869	0.9427760008897382	0.7149972995674965	-1.1777945055021366	-1.4504889491658604	-1.5132252641729822	1
Siglece	-0.2118658959848972	-0.6726373750339237	-0.0759393169489976	1.1280347354077764	1.3471876068801918	0.919734221144238	0.4717221836964638	-1.2102281363889889	-1.6960080227718612	1
Trem3	0.7844252078326959	0.3800379576114751	0.8126809005983999	0.7091981802889371	0.701582046910909	0.5565487791844527	-0.4893258371737538	-1.5453497947537684	-1.909797440499345	1
Idh1	0.2431675317137807	-0.3098236052356391	0.3321003176477975	1.1428694763619156	1.463775299702842	0.8193499194775464	-1.2292889984289677	-1.0410452395527436	-1.4211047016865292	1
Mgst1	0.3547765483160169	-0.0335264874575291	0.3559672850693876	0.8630801717883436	1.2331017373427309	0.9217433766299128	-0.853363989263586	-0.7631828087821299	-2.078595833643147	1
Ipo7	-0.3158517697427805	0.8287345516409197	1.1681009240648237	0.9150044972415354	0.3268560371168885	0.8950748584644964	-0.9679743622982628	-1.654845122017627	-1.195099614469978	1
Ubl3	-0.5384929444074166	-0.2057761692081207	0.0967329994852158	0.8893487929342979	1.468515386598062	0.9180712131354972	-0.2255304763073302	-0.219029815632623	-2.1838389865975807	1
