gene	Preleukemia_Control_rep1	Preleukemia_Control_rep2	Preleukemia_Control_rep3	Preleukemia_Rx1_rep1	Preleukemia_Rx1_rep2	Preleukemia_Rx1_rep3	Preleukemia_Tet2_rep1	Preleukemia_Tet2_rep2	Preleukemia_Tet2_rep3	Preleukemia_Rx1Tet2_rep1	Preleukemia_Rx1Tet2_rep2	Preleukemia_Rx1Tet2_rep3
Acp5	1.2209568603611447	1.2669311496730213	1.1816522943093815	-0.8374528139766009	-0.8209060469644411	-0.0757205882639467	0.4731208785588175	0.6065351952011536	0.7629866127893342	-0.9386860071484734	-1.56244249423801	-1.2769750403013875
Pf4	1.2896358634272795	1.59039102899704	0.8473294069607626	-0.8776856052240409	-1.7532731132694723	-1.0238903946137676	0.2951839366485383	0.34688798468702964	0.7075491298669834	-0.5166483051213138	0.18440812984906793	-1.0898880622081046
Gm22567	2.541313355004096	0.10949734710204784	-0.24936757102099488	-0.6167546523483278	-1.0696608807738337	-0.9836197013287183	-0.3894794077028289	-0.5145910037678646	-0.07803586054934813	0.9202394238272348	1.0739247759409523	-0.7434658243824136
Sema4a	1.3388433237474442	0.3772591641303986	1.7196510295946903	-1.4200785066174453	-1.0198581900931474	-0.03253788951131481	0.8221205619509337	0.9174031728975068	0.051319961809620486	-0.9162546963785982	-0.9475305811717407	-0.89033735035835
Eid2	1.677099525942046	0.8453626039666382	0.9738476323081219	-0.8094348716675982	-0.3953850324511888	-0.3950054497683132	-0.0009685082738412981	0.7448496233689087	1.1205420507319928	-1.2447478981396183	-1.3834455466629718	-1.1327141293541751
mt-Rnr1	2.219137728867613	0.8730416005849003	-0.0363682604071594	-0.37306484878398577	-0.8410888351603237	-1.8174687511298697	-0.3892308550137276	-0.5557936565928501	-0.0037641245448097604	1.07636191934778	0.43968220205994624	-0.5914441192275014
I730030J21Rik	1.5559344275872509	1.236972337046349	0.8660798779357158	-0.3837655717639234	-0.9094619698669422	-0.9101650908620391	0.4254873261689712	0.2927618096370582	1.1680533276708784	-0.8888039283585114	-1.044647812969332	-1.4084447322254796
n-R5s194	3.3166247903554	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363	-0.30151134457776363
Hes1	2.253014016152373	0.8574201388899659	0.5315430057281015	-1.1807465243393462	-1.024818864242413	-1.0187878764426455	0.4481429876888096	0.3443214108218461	0.6335417741532977	-0.545874775611525	-0.11828949940060145	-1.179465793397861
Cachd1	1.0819563241674632	1.4497534068732107	0.7624300463802939	-0.7659086466937073	-0.3389632341070679	-0.6799318462933566	-0.13251082755642107	0.7700436073692947	1.3537119738557941	-1.1318893702066242	-1.6602033983497144	-0.7084880354391653
Gm23506	3.3166247903553994	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636	-0.3015113445777636
Fcer1a	1.6612717477701178	0.9344067851959295	1.1964342340100178	-1.1908998737047707	-1.1932911995440247	-0.8859390039084811	0.2732234717339794	0.5491488232419065	0.7909899750775243	-1.0536015957903575	0.01207028463228081	-1.093813648714124
Prss34	1.929615157442768	0.7584741330739712	1.6481049113191744	-0.9334260656879028	-0.9105736727881768	-0.469592192308691	-0.015936227504974032	0.5768886892181307	0.24569403304542387	-0.9241249446201737	-0.9214838404938759	-0.9836399806956739
Rnase12	2.1431699266990765	0.9922609182415497	1.4694136520978656	-0.8917137931380321	-0.2553892080288172	-0.1349028269295558	-1.602503155049027	-0.26522397641277523	-0.09110757776598855	-0.3925626533883804	-0.24921135915780998	-0.72222994716811
Mcpt8	2.3741303341098425	0.5488784310111515	1.2214321550879015	-1.0723137298063177	-0.6219822629548786	0.12432572590525288	-0.002907326784088156	0.031766156988572346	0.31340488362615987	-0.7602254622041581	-0.9896053856779944	-1.1669035193014339
Hbb-bt	1.7644559272319258	1.315371166775474	0.6255592636896765	-0.749050920213068	0.1453877262411228	-0.6395021820113952	-0.7424064962480637	0.42481624228161124	0.9791283038633806	-0.8544623373711818	-1.7586289394621681	-0.5106677547773218
Rmrp	2.1280427460357143	1.2624810239228406	0.11027771338118039	-0.8935050883315646	-1.2871811742476986	-0.779362298335876	0.669757575614169	-0.5796466003370221	-0.6363099822716061	0.266205546159863	0.7380969023988697	-0.9988563639888697
Rmrp	2.1280427460357143	1.2624810239228406	0.11027771338118039	-0.8935050883315646	-1.2871811742476986	-0.779362298335876	0.669757575614169	-0.5796466003370221	-0.6363099822716061	0.266205546159863	0.7380969023988697	-0.9988563639888697
Aldh1a7	0.7579726496611514	1.1579348394054	0.8521200602287979	-0.4530510596855314	-0.7402718724830538	-0.9751469325787556	0.6768702260016085	0.9596108929923226	1.2202539101067613	-1.0757107018814114	-1.8210134803436797	-0.5595685314236074
Spon2	0.9765860313944138	1.3381257213364495	0.9923171262968715	-0.7495307117832795	-0.6495590421551194	-0.39243863302191273	0.5104437347521296	0.8311412397065923	1.0428396952170518	-1.3104188268109367	-1.40530282283487	-1.1842035120973886
Asns	1.0886523238361048	1.0047767688605787	0.8537993819279056	-0.7448920622149384	-1.0390591769998618	-0.6627995628076208	0.7515694312417506	0.9657101668449855	1.1675851295640753	-0.9703483790593851	-1.5843876783108526	-0.8306063428827395
